1,1,1,1,12,81,21,167,168,169,170
2,1,1,12,13,82,81,171,172,173,168
3,1,1,13,2,14,82,174,175,176,172
4,1,1,21,81,83,20,169,177,178,179
5,1,1,81,82,84,83,173,180,181,177
6,1,1,82,14,15,84,176,182,183,180
7,1,1,20,83,85,19,178,184,185,186
8,1,1,83,84,86,85,181,187,188,184
9,1,1,84,15,16,86,183,189,190,187
10,1,1,19,85,18,4,185,191,192,193
11,1,1,85,86,17,18,188,194,195,191
12,1,1,86,16,3,17,190,196,197,194
13,1,1,3,5,22,17,198,199,200,197
14,1,1,17,22,23,18,200,201,202,195
15,1,1,18,23,6,4,202,203,204,192
16,1,1,6,24,27,4,205,206,207,204
17,1,1,24,25,26,27,208,209,210,206
18,1,1,25,7,8,26,211,212,213,209
19,1,1,8,28,87,26,214,215,216,213
20,1,1,28,29,88,87,217,218,219,215
21,1,1,29,30,89,88,220,221,222,218
22,1,1,30,31,90,89,223,224,225,221
23,1,1,31,32,91,90,226,227,228,224
24,1,1,32,33,92,91,229,230,231,227
25,1,1,33,34,93,92,232,233,234,230
26,1,1,34,35,94,93,235,236,237,233
27,1,1,35,36,95,94,238,239,240,236
28,1,1,36,37,96,95,241,242,243,239
29,1,1,37,38,97,96,244,245,246,242
30,1,1,38,39,98,97,247,248,249,245
31,1,1,39,40,99,98,250,251,252,248
32,1,1,40,41,100,99,253,254,255,251
33,1,1,41,42,101,100,256,257,258,254
34,1,1,42,43,102,101,259,260,261,257
35,1,1,43,9,44,102,262,263,264,260
36,1,1,26,87,103,27,216,265,266,210
37,1,1,87,88,104,103,219,267,268,265
38,1,1,88,89,105,104,222,269,270,267
39,1,1,89,90,106,105,225,271,272,269
40,1,1,90,91,107,106,228,273,274,271
41,1,1,91,92,108,107,231,275,276,273
42,1,1,92,93,109,108,234,277,278,275
43,1,1,93,94,110,109,237,279,280,277
44,1,1,94,95,111,110,240,281,282,279
45,1,1,95,96,112,111,243,283,284,281
46,1,1,96,97,113,112,246,285,286,283
47,1,1,97,98,114,113,249,287,288,285
48,1,1,98,99,115,114,252,289,290,287
49,1,1,99,100,116,115,255,291,292,289
50,1,1,100,101,117,116,258,293,294,291
51,1,1,101,102,118,117,261,295,296,293
52,1,1,102,44,45,118,264,297,298,295
53,1,1,27,103,61,4,266,299,300,207
54,1,1,103,104,60,61,268,301,302,299
55,1,1,104,105,59,60,270,303,304,301
56,1,1,105,106,58,59,272,305,306,303
57,1,1,106,107,57,58,274,307,308,305
58,1,1,107,108,56,57,276,309,310,307
59,1,1,108,109,55,56,278,311,312,309
60,1,1,109,110,54,55,280,313,314,311
61,1,1,110,111,53,54,282,315,316,313
62,1,1,111,112,52,53,284,317,318,315
63,1,1,112,113,51,52,286,319,320,317
64,1,1,113,114,50,51,288,321,322,319
65,1,1,114,115,49,50,290,323,324,321
66,1,1,115,116,48,49,292,325,326,323
67,1,1,116,117,47,48,294,327,328,325
68,1,1,117,118,46,47,296,329,330,327
69,1,1,118,45,10,46,298,331,332,329
70,1,1,10,62,119,46,333,334,335,332
71,1,1,62,63,120,119,336,337,338,334
72,1,1,63,64,121,120,339,340,341,337
73,1,1,64,11,65,121,342,343,344,340
74,1,1,46,119,122,47,335,345,346,330
75,1,1,119,120,123,122,338,347,348,345
76,1,1,120,121,124,123,341,349,350,347
77,1,1,121,65,66,124,344,351,352,349
78,1,1,47,122,125,48,346,353,354,328
79,1,1,122,123,126,125,348,355,356,353
80,1,1,123,124,127,126,350,357,358,355
81,1,1,124,66,67,127,352,359,360,357
82,1,1,48,125,128,49,354,361,362,326
83,1,1,125,126,129,128,356,363,364,361
84,1,1,126,127,130,129,358,365,366,363
85,1,1,127,67,68,130,360,367,368,365
86,1,1,49,128,131,50,362,369,370,324
87,1,1,128,129,132,131,364,371,372,369
88,1,1,129,130,133,132,366,373,374,371
89,1,1,130,68,69,133,368,375,376,373
90,1,1,50,131,134,51,370,377,378,322
91,1,1,131,132,135,134,372,379,380,377
92,1,1,132,133,136,135,374,381,382,379
93,1,1,133,69,70,136,376,383,384,381
94,1,1,51,134,137,52,378,385,386,320
95,1,1,134,135,138,137,380,387,388,385
96,1,1,135,136,139,138,382,389,390,387
97,1,1,136,70,71,139,384,391,392,389
98,1,1,52,137,140,53,386,393,394,318
99,1,1,137,138,141,140,388,395,396,393
100,1,1,138,139,142,141,390,397,398,395
101,1,1,139,71,72,142,392,399,400,397
102,1,1,53,140,143,54,394,401,402,316
103,1,1,140,141,144,143,396,403,404,401
104,1,1,141,142,145,144,398,405,406,403
105,1,1,142,72,73,145,400,407,408,405
106,1,1,54,143,146,55,402,409,410,314
107,1,1,143,144,147,146,404,411,412,409
108,1,1,144,145,148,147,406,413,414,411
109,1,1,145,73,74,148,408,415,416,413
110,1,1,55,146,149,56,410,417,418,312
111,1,1,146,147,150,149,412,419,420,417
112,1,1,147,148,151,150,414,421,422,419
113,1,1,148,74,75,151,416,423,424,421
114,1,1,56,149,152,57,418,425,426,310
115,1,1,149,150,153,152,420,427,428,425
116,1,1,150,151,154,153,422,429,430,427
117,1,1,151,75,76,154,424,431,432,429
118,1,1,57,152,155,58,426,433,434,308
119,1,1,152,153,156,155,428,435,436,433
120,1,1,153,154,157,156,430,437,438,435
121,1,1,154,76,77,157,432,439,440,437
122,1,1,58,155,158,59,434,441,442,306
123,1,1,155,156,159,158,436,443,444,441
124,1,1,156,157,160,159,438,445,446,443
125,1,1,157,77,78,160,440,447,448,445
126,1,1,59,158,161,60,442,449,450,304
127,1,1,158,159,162,161,444,451,452,449
128,1,1,159,160,163,162,446,453,454,451
129,1,1,160,78,79,163,448,455,456,453
130,1,1,60,161,164,61,450,457,458,302
131,1,1,161,162,165,164,452,459,460,457
132,1,1,162,163,166,165,454,461,462,459
133,1,1,163,79,80,166,456,463,464,461
134,1,1,61,164,19,4,458,465,193,300
135,1,1,164,165,20,19,460,466,186,465
136,1,1,165,166,21,20,462,467,179,466
137,1,1,166,80,1,21,464,468,170,467
