1,1,1,1,12,120,27,340,341,342,343
2,1,1,12,13,121,120,344,345,346,341
3,1,1,13,2,14,121,347,348,349,345
4,1,1,27,120,122,26,342,350,351,352
5,1,1,120,121,123,122,346,353,354,350
6,1,1,121,14,15,123,349,355,356,353
7,1,1,26,122,124,25,351,357,358,359
8,1,1,122,123,125,124,354,360,361,357
9,1,1,123,15,16,125,356,362,363,360
10,1,1,25,124,126,24,358,364,365,366
11,1,1,124,125,127,126,361,367,368,364
12,1,1,125,16,17,127,363,369,370,367
13,1,1,24,126,128,23,365,371,372,373
14,1,1,126,127,129,128,368,374,375,371
15,1,1,127,17,18,129,370,376,377,374
16,1,1,23,128,130,22,372,378,379,380
17,1,1,128,129,131,130,375,381,382,378
18,1,1,129,18,19,131,377,383,384,381
19,1,1,22,130,21,4,379,385,386,387
20,1,1,130,131,20,21,382,388,389,385
21,1,1,131,19,3,20,384,390,391,388
22,1,1,3,5,28,20,392,393,394,391
23,1,1,20,28,29,21,394,395,396,389
24,1,1,21,29,6,4,396,397,398,386
25,1,1,6,30,33,4,399,400,401,398
26,1,1,30,31,32,33,402,403,404,400
27,1,1,31,7,8,32,405,406,407,403
28,1,1,8,34,132,32,408,409,410,407
29,1,1,34,35,133,132,411,412,413,409
30,1,1,35,36,134,133,414,415,416,412
31,1,1,36,37,135,134,417,418,419,415
32,1,1,37,38,136,135,420,421,422,418
33,1,1,38,39,137,136,423,424,425,421
34,1,1,39,40,138,137,426,427,428,424
35,1,1,40,41,139,138,429,430,431,427
36,1,1,41,42,140,139,432,433,434,430
37,1,1,42,43,141,140,435,436,437,433
38,1,1,43,44,142,141,438,439,440,436
39,1,1,44,45,143,142,441,442,443,439
40,1,1,45,46,144,143,444,445,446,442
41,1,1,46,47,145,144,447,448,449,445
42,1,1,47,48,146,145,450,451,452,448
43,1,1,48,49,147,146,453,454,455,451
44,1,1,49,50,148,147,456,457,458,454
45,1,1,50,51,149,148,459,460,461,457
46,1,1,51,52,150,149,462,463,464,460
47,1,1,52,53,151,150,465,466,467,463
48,1,1,53,54,152,151,468,469,470,466
49,1,1,54,55,153,152,471,472,473,469
50,1,1,55,56,154,153,474,475,476,472
51,1,1,56,57,155,154,477,478,479,475
52,1,1,57,58,156,155,480,481,482,478
53,1,1,58,59,157,156,483,484,485,481
