1,1,1,1,12,27
2,1,1,12,120,27
3,1,1,12,13,120
4,1,1,13,121,120
5,1,1,13,2,14
6,1,1,14,121,13
7,1,1,27,120,122
8,1,1,122,26,27
9,1,1,120,121,123
10,1,1,123,122,120
11,1,1,121,14,15
12,1,1,15,123,121
13,1,1,26,122,124
14,1,1,124,25,26
15,1,1,122,123,125
16,1,1,125,124,122
17,1,1,123,15,16
18,1,1,16,125,123
19,1,1,25,124,126
20,1,1,126,24,25
21,1,1,124,125,127
22,1,1,127,126,124
23,1,1,125,16,17
24,1,1,17,127,125
25,1,1,24,126,128
26,1,1,128,23,24
27,1,1,126,127,129
28,1,1,129,128,126
29,1,1,127,17,18
30,1,1,18,129,127
31,1,1,23,128,130
32,1,1,130,22,23
33,1,1,128,129,131
34,1,1,131,130,128
35,1,1,129,18,19
36,1,1,19,131,129
37,1,1,22,130,21
38,1,1,21,4,22
39,1,1,130,131,20
40,1,1,20,21,130
41,1,1,131,19,3
42,1,1,3,20,131
43,1,1,3,5,20
44,1,1,5,28,20
45,1,1,20,28,21
46,1,1,28,29,21
47,1,1,21,29,4
48,1,1,29,6,4
49,1,1,6,30,4
50,1,1,30,33,4
51,1,1,30,31,33
52,1,1,31,32,33
53,1,1,31,7,32
54,1,1,7,8,32
55,1,1,8,34,132
56,1,1,132,32,8
57,1,1,34,35,133
58,1,1,133,132,34
59,1,1,35,36,134
60,1,1,134,133,35
61,1,1,36,37,135
62,1,1,135,134,36
63,1,1,37,38,136
64,1,1,136,135,37
65,1,1,38,39,137
66,1,1,137,136,38
67,1,1,39,40,138
68,1,1,138,137,39
69,1,1,40,41,139
70,1,1,139,138,40
71,1,1,41,42,140
72,1,1,140,139,41
73,1,1,42,43,141
74,1,1,141,140,42
75,1,1,43,44,142
76,1,1,142,141,43
77,1,1,44,45,143
78,1,1,143,142,44
79,1,1,45,46,144
80,1,1,144,143,45
81,1,1,46,47,145
82,1,1,145,144,46
83,1,1,47,48,146
84,1,1,146,145,47
85,1,1,48,49,147
86,1,1,147,146,48
87,1,1,49,50,148
88,1,1,148,147,49
89,1,1,50,51,149
90,1,1,149,148,50
91,1,1,51,52,150
92,1,1,150,149,51
93,1,1,52,53,151
94,1,1,151,150,52
95,1,1,53,54,152
96,1,1,152,151,53
97,1,1,54,55,153
98,1,1,153,152,54
99,1,1,55,56,154
100,1,1,154,153,55
101,1,1,56,57,155
102,1,1,155,154,56
103,1,1,57,58,156
104,1,1,156,155,57
105,1,1,58,59,157
106,1,1,157,156,58
107,1,1,59,9,60
108,1,1,60,157,59
109,1,1,32,132,158
110,1,1,158,33,32
111,1,1,132,133,159
112,1,1,159,158,132
113,1,1,133,134,160
114,1,1,160,159,133
115,1,1,134,135,161
116,1,1,161,160,134
117,1,1,135,136,162
118,1,1,162,161,135
119,1,1,136,137,163
120,1,1,163,162,136
121,1,1,137,138,164
122,1,1,164,163,137
123,1,1,138,139,165
124,1,1,165,164,138
125,1,1,139,140,166
126,1,1,166,165,139
127,1,1,140,141,167
128,1,1,167,166,140
129,1,1,141,142,168
130,1,1,168,167,141
131,1,1,142,143,169
132,1,1,169,168,142
133,1,1,143,144,170
134,1,1,170,169,143
135,1,1,144,145,171
136,1,1,171,170,144
137,1,1,145,146,172
138,1,1,172,171,145
139,1,1,146,147,173
140,1,1,173,172,146
141,1,1,147,148,174
142,1,1,174,173,147
143,1,1,148,149,175
144,1,1,175,174,148
145,1,1,149,150,176
146,1,1,176,175,149
147,1,1,150,151,177
148,1,1,177,176,150
149,1,1,151,152,178
150,1,1,178,177,151
151,1,1,152,153,179
152,1,1,179,178,152
153,1,1,153,154,180
154,1,1,180,179,153
155,1,1,154,155,181
156,1,1,181,180,154
157,1,1,155,156,182
158,1,1,182,181,155
159,1,1,156,157,183
160,1,1,183,182,156
161,1,1,157,60,183
162,1,1,60,61,183
163,1,1,33,158,87
164,1,1,87,4,33
165,1,1,158,159,86
166,1,1,86,87,158
167,1,1,159,160,85
168,1,1,85,86,159
169,1,1,160,161,84
170,1,1,84,85,160
171,1,1,161,162,83
172,1,1,83,84,161
173,1,1,162,163,82
174,1,1,82,83,162
175,1,1,163,164,81
176,1,1,81,82,163
177,1,1,164,165,80
178,1,1,80,81,164
179,1,1,165,166,79
180,1,1,79,80,165
181,1,1,166,167,78
182,1,1,78,79,166
183,1,1,167,168,77
184,1,1,77,78,167
185,1,1,168,169,76
186,1,1,76,77,168
187,1,1,169,170,75
188,1,1,75,76,169
189,1,1,170,171,74
190,1,1,74,75,170
191,1,1,171,172,73
192,1,1,73,74,171
193,1,1,172,173,72
194,1,1,72,73,172
195,1,1,173,174,71
196,1,1,71,72,173
197,1,1,174,175,70
198,1,1,70,71,174
199,1,1,175,176,69
200,1,1,69,70,175
201,1,1,176,177,68
202,1,1,68,69,176
203,1,1,177,178,67
204,1,1,67,68,177
205,1,1,178,179,66
206,1,1,66,67,178
