1,1,1,1,12,17
2,1,1,12,63,17
3,1,1,12,13,63
4,1,1,13,64,63
5,1,1,13,2,14
6,1,1,14,64,13
7,1,1,17,63,4
8,1,1,63,16,4
9,1,1,63,64,15
10,1,1,15,16,63
11,1,1,64,14,3
12,1,1,3,15,64
13,1,1,3,18,15
14,1,1,18,65,15
15,1,1,18,5,65
16,1,1,5,19,65
17,1,1,15,65,16
18,1,1,65,66,16
19,1,1,65,19,66
20,1,1,19,20,66
21,1,1,16,66,21
22,1,1,21,4,16
23,1,1,66,20,21
24,1,1,20,6,21
25,1,1,6,22,21
26,1,1,22,67,21
27,1,1,22,23,67
28,1,1,23,68,67
29,1,1,23,7,68
30,1,1,7,24,68
31,1,1,21,67,26
32,1,1,26,4,21
33,1,1,67,68,26
34,1,1,68,25,26
35,1,1,68,24,25
36,1,1,24,8,25
37,1,1,8,27,69
38,1,1,69,25,8
39,1,1,27,28,70
40,1,1,70,69,27
41,1,1,28,29,71
42,1,1,71,70,28
43,1,1,29,30,72
44,1,1,72,71,29
45,1,1,30,31,73
46,1,1,73,72,30
47,1,1,31,32,74
48,1,1,74,73,31
49,1,1,32,33,75
50,1,1,75,74,32
51,1,1,33,34,76
52,1,1,76,75,33
53,1,1,34,35,77
54,1,1,77,76,34
55,1,1,35,36,78
56,1,1,78,77,35
57,1,1,36,37,79
58,1,1,79,78,36
59,1,1,37,9,38
60,1,1,38,79,37
61,1,1,25,69,80
62,1,1,80,26,25
63,1,1,69,70,81
64,1,1,81,80,69
65,1,1,70,71,82
66,1,1,82,81,70
67,1,1,71,72,83
68,1,1,83,82,71
69,1,1,72,73,84
70,1,1,84,83,72
71,1,1,73,74,85
72,1,1,85,84,73
73,1,1,74,75,86
74,1,1,86,85,74
75,1,1,75,76,87
76,1,1,87,86,75
77,1,1,76,77,88
78,1,1,88,87,76
79,1,1,77,78,89
80,1,1,89,88,77
81,1,1,78,79,90
82,1,1,90,89,78
83,1,1,79,38,90
84,1,1,38,39,90
85,1,1,26,80,50
86,1,1,50,4,26
87,1,1,80,81,50
88,1,1,81,49,50
89,1,1,81,82,49
90,1,1,82,48,49
91,1,1,82,83,47
92,1,1,47,48,82
93,1,1,83,84,46
94,1,1,46,47,83
95,1,1,84,85,45
96,1,1,45,46,84
97,1,1,85,86,44
98,1,1,44,45,85
99,1,1,86,87,43
100,1,1,43,44,86
101,1,1,87,88,42
102,1,1,42,43,87
103,1,1,88,89,41
104,1,1,41,42,88
105,1,1,89,90,41
106,1,1,90,40,41
107,1,1,90,39,40
108,1,1,39,10,40
109,1,1,10,51,91
110,1,1,91,40,10
111,1,1,51,11,52
112,1,1,52,91,51
113,1,1,40,91,92
114,1,1,92,41,40
115,1,1,91,52,53
116,1,1,53,92,91
117,1,1,41,92,93
118,1,1,93,42,41
119,1,1,92,53,54
120,1,1,54,93,92
121,1,1,42,93,94
122,1,1,94,43,42
123,1,1,93,54,55
124,1,1,55,94,93
125,1,1,43,94,95
126,1,1,95,44,43
127,1,1,94,55,56
128,1,1,56,95,94
129,1,1,44,95,96
130,1,1,96,45,44
131,1,1,95,56,57
132,1,1,57,96,95
133,1,1,45,96,97
134,1,1,97,46,45
135,1,1,96,57,58
136,1,1,58,97,96
137,1,1,46,97,98
138,1,1,98,47,46
139,1,1,97,58,59
140,1,1,59,98,97
141,1,1,47,98,99
142,1,1,99,48,47
143,1,1,98,59,60
144,1,1,60,99,98
145,1,1,48,99,100
146,1,1,100,49,48
147,1,1,99,60,61
148,1,1,61,100,99
149,1,1,49,100,101
150,1,1,101,50,49
151,1,1,100,61,62
152,1,1,62,101,100
153,1,1,50,101,17
154,1,1,17,4,50
155,1,1,101,62,1
156,1,1,1,17,101
