1,1,1,1,12,27
2,1,1,12,123,27
3,1,1,12,13,123
4,1,1,13,124,123
5,1,1,13,14,124
6,1,1,14,125,124
7,1,1,14,2,15
8,1,1,15,125,14
9,1,1,27,123,26
10,1,1,123,126,26
11,1,1,123,124,126
12,1,1,124,127,126
13,1,1,124,125,128
14,1,1,128,127,124
15,1,1,125,15,16
16,1,1,16,128,125
17,1,1,26,126,25
18,1,1,126,129,25
19,1,1,126,127,130
20,1,1,130,129,126
21,1,1,127,128,131
22,1,1,131,130,127
23,1,1,128,16,17
24,1,1,17,131,128
25,1,1,25,129,132
26,1,1,132,24,25
27,1,1,129,130,133
28,1,1,133,132,129
29,1,1,130,131,134
30,1,1,134,133,130
31,1,1,131,17,18
32,1,1,18,134,131
33,1,1,24,132,135
34,1,1,135,23,24
35,1,1,132,133,136
36,1,1,136,135,132
37,1,1,133,134,137
38,1,1,137,136,133
39,1,1,134,18,19
40,1,1,19,137,134
41,1,1,23,135,22
42,1,1,22,4,23
43,1,1,135,136,21
44,1,1,21,22,135
45,1,1,136,137,20
46,1,1,20,21,136
47,1,1,137,19,3
48,1,1,3,20,137
49,1,1,3,28,20
50,1,1,28,138,20
51,1,1,28,5,138
52,1,1,5,29,138
53,1,1,20,138,21
54,1,1,138,139,21
55,1,1,138,29,139
56,1,1,29,30,139
57,1,1,21,139,22
58,1,1,139,140,22
59,1,1,139,30,140
60,1,1,30,31,140
61,1,1,22,140,32
62,1,1,32,4,22
63,1,1,140,31,32
64,1,1,31,6,32
65,1,1,6,33,32
66,1,1,33,141,32
67,1,1,33,34,141
68,1,1,34,142,141
69,1,1,34,35,142
70,1,1,35,143,142
71,1,1,35,7,143
72,1,1,7,36,143
73,1,1,32,141,39
74,1,1,39,4,32
75,1,1,141,142,39
76,1,1,142,38,39
77,1,1,142,143,38
78,1,1,143,37,38
79,1,1,143,36,37
80,1,1,36,8,37
81,1,1,8,40,144
82,1,1,144,37,8
83,1,1,40,41,145
84,1,1,145,144,40
85,1,1,41,42,146
86,1,1,146,145,41
87,1,1,42,43,147
88,1,1,147,146,42
89,1,1,43,44,148
90,1,1,148,147,43
91,1,1,44,45,149
92,1,1,149,148,44
93,1,1,45,46,150
94,1,1,150,149,45
95,1,1,46,47,151
