1,1,1,1,12,99,23
2,1,1,12,13,100,99
3,1,1,13,2,14,100
4,1,1,23,99,101,22
5,1,1,99,100,102,101
6,1,1,100,14,15,102
7,1,1,22,101,103,21
8,1,1,101,102,104,103
9,1,1,102,15,16,104
10,1,1,21,103,105,20
11,1,1,103,104,106,105
12,1,1,104,16,17,106
13,1,1,20,105,19,4
14,1,1,105,106,18,19
15,1,1,106,17,3,18
16,1,1,3,5,24,18
17,1,1,18,24,25,19
18,1,1,19,25,6,4
19,1,1,6,26,29,4
20,1,1,26,27,28,29
21,1,1,27,7,8,28
22,1,1,8,30,107,28
23,1,1,30,31,108,107
24,1,1,31,32,109,108
25,1,1,32,33,110,109
26,1,1,33,34,111,110
27,1,1,34,35,112,111
28,1,1,35,36,113,112
29,1,1,36,37,114,113
30,1,1,37,38,115,114
31,1,1,38,39,116,115
32,1,1,39,40,117,116
33,1,1,40,41,118,117
34,1,1,41,42,119,118
35,1,1,42,43,120,119
36,1,1,43,44,121,120
37,1,1,44,45,122,121
38,1,1,45,46,123,122
39,1,1,46,47,124,123
40,1,1,47,48,125,124
41,1,1,48,49,126,125
42,1,1,49,50,127,126
43,1,1,50,9,51,127
44,1,1,28,107,128,29
45,1,1,107,108,129,128
46,1,1,108,109,130,129
47,1,1,109,110,131,130
48,1,1,110,111,132,131
49,1,1,111,112,133,132
50,1,1,112,113,134,133
51,1,1,113,114,135,134
52,1,1,114,115,136,135
53,1,1,115,116,137,136
54,1,1,116,117,138,137
55,1,1,117,118,139,138
56,1,1,118,119,140,139
57,1,1,119,120,141,140
58,1,1,120,121,142,141
59,1,1,121,122,143,142
60,1,1,122,123,144,143
61,1,1,123,124,145,144
62,1,1,124,125,146,145
63,1,1,125,126,147,146
64,1,1,126,127,148,147
65,1,1,127,51,52,148
66,1,1,29,128,73,4
67,1,1,128,129,72,73
68,1,1,129,130,71,72
69,1,1,130,131,70,71
70,1,1,131,132,69,70
71,1,1,132,133,68,69
72,1,1,133,134,67,68
73,1,1,134,135,66,67
74,1,1,135,136,65,66
75,1,1,136,137,64,65
76,1,1,137,138,63,64
77,1,1,138,139,62,63
78,1,1,139,140,61,62
79,1,1,140,141,60,61
80,1,1,141,142,59,60
81,1,1,142,143,58,59
82,1,1,143,144,57,58
83,1,1,144,145,56,57
84,1,1,145,146,55,56
85,1,1,146,147,54,55
86,1,1,147,148,53,54
87,1,1,148,52,10,53
88,1,1,10,74,149,53
89,1,1,74,75,150,149
90,1,1,75,76,151,150
91,1,1,76,77,152,151
92,1,1,77,11,78,152
93,1,1,53,149,153,54
94,1,1,149,150,154,153
95,1,1,150,151,155,154
96,1,1,151,152,156,155
97,1,1,152,78,79,156
98,1,1,54,153,157,55
99,1,1,153,154,158,157
100,1,1,154,155,159,158
101,1,1,155,156,160,159
102,1,1,156,79,80,160
103,1,1,55,157,161,56
104,1,1,157,158,162,161
105,1,1,158,159,163,162
106,1,1,159,160,164,163
107,1,1,160,80,81,164
108,1,1,56,161,165,57
109,1,1,161,162,166,165
110,1,1,162,163,167,166
111,1,1,163,164,168,167
112,1,1,164,81,82,168
113,1,1,57,165,169,58
114,1,1,165,166,170,169
115,1,1,166,167,171,170
116,1,1,167,168,172,171
117,1,1,168,82,83,172
118,1,1,58,169,173,59
119,1,1,169,170,174,173
120,1,1,170,171,175,174
121,1,1,171,172,176,175
122,1,1,172,83,84,176
123,1,1,59,173,177,60
124,1,1,173,174,178,177
125,1,1,174,175,179,178
126,1,1,175,176,180,179
127,1,1,176,84,85,180
128,1,1,60,177,181,61
129,1,1,177,178,182,181
130,1,1,178,179,183,182
131,1,1,179,180,184,183
132,1,1,180,85,86,184
133,1,1,61,181,185,62
134,1,1,181,182,186,185
135,1,1,182,183,187,186
136,1,1,183,184,188,187
137,1,1,184,86,87,188
138,1,1,62,185,189,63
139,1,1,185,186,190,189
140,1,1,186,187,191,190
141,1,1,187,188,192,191
142,1,1,188,87,88,192
143,1,1,63,189,193,64
144,1,1,189,190,194,193
145,1,1,190,191,195,194
146,1,1,191,192,196,195
147,1,1,192,88,89,196
148,1,1,64,193,197,65
149,1,1,193,194,198,197
150,1,1,194,195,199,198
151,1,1,195,196,200,199
152,1,1,196,89,90,200
153,1,1,65,197,201,66
154,1,1,197,198,202,201
155,1,1,198,199,203,202
156,1,1,199,200,204,203
157,1,1,200,90,91,204
158,1,1,66,201,205,67
159,1,1,201,202,206,205
160,1,1,202,203,207,206
161,1,1,203,204,208,207
162,1,1,204,91,92,208
163,1,1,67,205,209,68
164,1,1,205,206,210,209
165,1,1,206,207,211,210
166,1,1,207,208,212,211
167,1,1,208,92,93,212
168,1,1,68,209,213,69
169,1,1,209,210,214,213
170,1,1,210,211,215,214
171,1,1,211,212,216,215
172,1,1,212,93,94,216
173,1,1,69,213,217,70
174,1,1,213,214,218,217
175,1,1,214,215,219,218
176,1,1,215,216,220,219
177,1,1,216,94,95,220
178,1,1,70,217,221,71
179,1,1,217,218,222,221
180,1,1,218,219,223,222
181,1,1,219,220,224,223
182,1,1,220,95,96,224
183,1,1,71,221,225,72
184,1,1,221,222,226,225
185,1,1,222,223,227,226
186,1,1,223,224,228,227
187,1,1,224,96,97,228
188,1,1,72,225,229,73
189,1,1,225,226,230,229
190,1,1,226,227,231,230
191,1,1,227,228,232,231
192,1,1,228,97,98,232
193,1,1,73,229,20,4
194,1,1,229,230,21,20
195,1,1,230,231,22,21
196,1,1,231,232,23,22
197,1,1,232,98,1,23
